patent,abstract,title
08347113,,"System and method for encrypting an electronic file in a mobile electronic device",
08347114,,"Method and apparatus for enforcing a predetermined memory mapping",
08347115,,"System and method for transparent disk encryption",
08347116,,"Semiconductor device having multi access level and access control method thereof",
08347117,,"Electronic apparatus and method for preventing unauthorized access to an electronic apparatus",
08347118,,"Method and system for managing the power state of an audio device integrated in a graphics device",
08347119,,"System and method for processor utilization adjustment to improve deep C-state use",
08347120,,"System and method for conserving power applied to an electrical apparatus",
08347121,,"System and method for adjusting an energy efficient ethernet control policy using measured power savings",
08347122,,"Apparatus and method for controlling a drive status of a device based on power source information",
08347123,,"Turning off clock to flip flops",
08347124,,"Workload power consumption projection on information handling system",
08347125,,"Information processing apparatus, method for controlling the same, and storage medium",
08347126,,"Current limiting and averaging circuit and peripheral device and computer system using the same",
